comment,posting_time,rating
"Ich habe am 22.3 das Power Rack von Wellactive bei Aldi Liefert bestellt. Am 27.3. kamen die ersten beiden Pakete der 3 teiligen Lieferung. Dass es 3 Pakete sind steht auch so in der Artikel Beschreibung. Ich wusste nur nicht, dass nicht alle Teile auf einmal geliefert werden. Also habe ich  Wellactive unter der in der Bestellbestätigung angegebenen Nummer angerufen und wurde von einem überaus freundlichen und kompetenten Mitarbeiter informiert, dass es normal sei dass eine Lieferung die aus mehreren Teilen besteht, nicht unbedingt an einem Tag ankommt. (BTW ist ja grade die Corona Krise, weswegen es überall zu Lieferverzögerungen kommt). Heute, am 1. April kam dann auch das letzte Paket an. Absolut top. Alles innerhalb der angegeben Lieferzeit von 5 - 10 Werktagen. ","Mar 31, 2020",Rated 1 out of 5 stars
"Dem Kundenservice von Aldi hatte ich eine Mail geschrieben, die außer mit einer automatischen Antwort mit bitte um Geduld bisher nicht beantwortet wurde. Trotzdem bin ich mit der Bestellung vollkommen zufrieden und gebe daher 5 Sterne.","Mar 30, 2020",Rated 1 out of 5 stars
"Ich habe am 02.01.2020 bei „ALDI liefert“ einen Stepper bestellt, das Geld wurde am 03.01.2020 abgebucht, geliefert wurde dann am 09.01.2020. Schon beim Öffnen des Kartons stellte ich fest, dass die einzelnen Teile nicht wie üblich, in Plastik verpackt waren. Nach dem Entnehmen der beiden Standrohrteile stellte ich fest, dass diese fettverschmiert und mit fettigen Fingerabdrücken übersäht waren. Ferner waren beide Anschläge der Fußtritte gebrochen. Also kein neues, sondern ein gebrauchtes und noch dazu defektes Gerät. Am 10.01.2020 per Mail bei ALDI reklamiert, am 14.01.2020, 22.01.2020, und am 28.01.2020 ebenfalls. Einzige Rückmeldung von ALDI „Wir geben die Sache weiter an unseren Lieferanten“ Am 15.02.2020 erhielt ich ein Retour Label. Am 16.02.2020 Artikel zurückgesandt. Laut Sendungsverfolgung wurde die Rücksendung am 19.02.2020 um 11:10 Uhr entgegen genommen. Bis heute, 01.04.2020  immer noch keine Kaufpreisrückerstattung erhalten.","Mar 30, 2020",Rated 4 out of 5 stars
"Ich würde mal sagen „ALDI liefert“ ist das aller letzte. Hier würde ich nicht einmal mehr eine Rolle Toilettenpapier bestellen, selbst wenn es die letzte auf der Welt sein sollte.","Mar 29, 2020",Rated 1 out of 5 stars
Absolut ungenügend!,"Mar 28, 2020",Rated 1 out of 5 stars
"Habe Ende Februar einen Trockner bestellt, der dann leider defekt geliefert wurde. Ich warte jetzt seit über drei Wochen auf ein anderes Gerät. Von Aldi kommt nichts. Kein Anruf, keine Email. Gar nichts. Geld haben sie natürlich schon lange kassiert. Über die gelangweilten und desinteressierten Mitarbeiter der Kundenhotline lasse ich mich am besten erst gar nicht aus. ","Mar 28, 2020",Rated 1 out of 5 stars
Das war das erste und definitiv das letzte Mal dass ich dort bestellt habe.,"Mar 27, 2020",Rated 1 out of 5 stars
Bis auf das der Versand länger gedauert hat war der Badezimmerschrank den ich bestellt habe rechtzeitig da. Der Kundenservice war wirklich außerordentlich freundlich und bemüht! ,"Updated Mar 26, 2020",Rated 2 out of 5 stars
Ich kann nichts schlechtes über Aldi liefert sagen.,"Mar 26, 2020",Rated 1 out of 5 stars
Um 08.10 Uhr waren die angebotenen Smartwatches bereits ausverkauft. Wer ein Produkt bewirbt sollte es länger als 5 Minuten anbieten können.,"Mar 26, 2020",Rated 1 out of 5 stars
"Ähnliche  Erfahrung wie die PS4-Käufer mit dem neuen medion-PC gemacht.  PC kurzfristig ausverkauft.  Offensichtlich dienen solche Angebote nur dazu, Kunden ins Geschäft zu locken. Keine Info vorhanden, ob das Produkt nochmals geliefert wird auf internet Seite. Die aldi-Filialen sind nicht telefonisch erreichbar(unter der auauf der im nternet angegebenden Telefon-Nummer werden nur die existierenden Filialen aufgelistet). Aldi bietet keinen Online-Shop. ","Mar 26, 2020",Rated 1 out of 5 stars
Nach Möglichkeit nicht mehr Aldi. Lidl macht das besser.,"Mar 25, 2020",Rated 1 out of 5 stars
Schlechteste Rückgabeabwicklung die ich jemals hatte. Nie wieder Aldi liefert!,"Mar 24, 2020",Rated 2 out of 5 stars
Erst wochenlang um rücksendeetikett gebettelt und dann wochenlang Rückzahlung angemahnt.,"Mar 20, 2020",Rated 2 out of 5 stars
Insgesamt ca ca  3 monate gedauert ! ,"Mar 18, 2020",Rated 1 out of 5 stars
Was sitze da für Pfeifen in der Konzernleitung die so was nicht abstellen?,"Mar 17, 2020",Rated 1 out of 5 stars
"Da hört man seit Anfang der Woche, Ps4 bei Aldi zu verkaufen, denkt man sich ok da schlage ich zu. Dann bin ich erwartungsvoll nach Aldi gefahren um mir diese zu kaufen, War ungefähr der 10, dann kommt der erste wieder raus und meinte, es gab nur 4 stk und sind alle weg. ","Mar 16, 2020",Rated 1 out of 5 stars
Selbst in schwierigen Zeiten wiegt der Coronavirus ist es bei Aldi möglich alles an Hygiene und Lebensmittel zu bekommen und aldi strahlt auch in so einer Sache Ruhe und Gemütlichkeit bei Einkauf aus und das finde ich sehr gut,"Mar 15, 2020",
Nicht empfehlenswert!,"Mar 11, 2020",Rated 5 out of 5 stars
"Der Artikel wurde bestellt, ein Teil der Bestellung kam an und der andere nicht. Nach langer Wartezeit und Nachhaken meinerseits kam das Feedback, dass die Ware beschädigt wurde auf dem Weg und retourniert wurde und man sie nochmal sendet.","Mar 9, 2020",Rated 1 out of 5 stars
"Dann wurde nach mehreren Tagen der nächste Versuch gestartet, ich bekam eine Mail mit einer Lieferbestätigung vom Paketdienst, obwohl niemand bei uns gewesen war und bei neuer Kontaktaufnahme (meinerseits mal wieder) wurde gesagt, dass die die Info auch bekommen haben und sich umgehend melden.","Mar 7, 2020",Rated 1 out of 5 stars
"Nun sind wieder 5 Tage vergangen, ich warte inzwischen Ewigkeiten auf den Artikel und die Kommunikation bzw Zuverlässigkeit derer Aussage ist katastrophal.","Mar 5, 2020",Rated 1 out of 5 stars
Das war der letzte Kauf über Aldi Nord Liefert!,"Mar 5, 2020",Rated 1 out of 5 stars
Finger weg!,"Mar 4, 2020",Rated 1 out of 5 stars
Nie mehr bei Aldi liefert .de kaufen !!! Hier werden die Kunden abgezockt !!,"Mar 1, 2020",Rated 1 out of 5 stars
"Am 30.01.2020 Luftbefeuchter in Aldi Fiale gekauft. Sofort den PIn aktiviert. Leider bis heute keine Ware, aber Geld weg.","Feb 27, 2020",Rated 1 out of 5 stars
"Mehrmals telefonischen Kontakt zu dem Leistungserbringer Hans-Ulrich Petermann GmbH gehabt wurde immer nur vertröstet. Habe auch versucht Aldi direkt per Kontaktformular (da keine Telefonnummer) zu zu einer Stellungnahme zu animieren. Leider ohne Erfolg. Aldi meldet sich nicht einmal zurück. Hier heißt es nur  ""wir haben es an den Leistungserbringer weitergemeldet, dieser wird sich mit ihnen in Verbindung setzen""  Ha,. ha ha... nicht einmal hat diese Firma sich bei mir gemeldet. Auch ich werde nun Strafanzeige wegen Betruges stellen. Schade dass sich Aldi so etwas leistet.","Feb 26, 2020",Rated 1 out of 5 stars
Es ist ethisch nicht tragbar wie sehr hier von deutschen Landwirten produzierte Produkte verramschte werden.,"Feb 25, 2020",Rated 1 out of 5 stars
"Ich habe am 30.01.2020 einen Luftbefeuchter bestellt, dieser war an diesem Tag neu in der Werbung, es ist bis dato keine Ware geliefert, noch mein Geld zurückerstattet worden. Auf E-Mailanfragen wird nur mit automatisch verschickten Texten reagiert und auf telefonische Nachfrage beim Kundenservice (der oft nicht erreicht werden kann!), nur die Auskunft, dass Artikel nicht mehr lieferbar ist. Ich habe jetzt PayPal Käuferschutz eingeschaltet und hoffe so, mein Geld wiederzubekommen. Bei „ALDI liefert“ werde ich nicht nochmal eine Bestellung tätigen, man fühlt sich betrogen.","Feb 23, 2020",Rated 1 out of 5 stars
Achtung geld falle bei Aldi Talk. Zum 6ten Mal ist meine Aufladung missglückt und 6 Mal 5euri weg ihr seid Betrüger. Genau wie der Finalleiter in Garath keiner hilft einen wenn geld verschwindet wie könnt ihr damit nichts zu tun haben wenn euer Name drauf steht ich möchte sammel Klage machen denn ist nicht nur mir so ergangen. Ihr seid die größten Abzocker Deutschlands,"Feb 23, 2020",Rated 1 out of 5 stars
Wir sind sehr gute Kunden im Aldi Süd in Kreuzwertheim vor und unter den Einkaufswagen liegt sehr viel Müll. Der große blonde( Marktleiter) sollte wegen seiner Unfreundlichkeit besser auf dem Bau arbeiten.,"Feb 20, 2020",Rated 1 out of 5 stars
"Aldi bringt gross in Werbung egal ob Fernsehen,Prospekte,soziale Medien","Feb 19, 2020",Rated 1 out of 5 stars
Seine tolle Kochbox an den Kunden,"Feb 14, 2020",Rated 1 out of 5 stars
Ich ging nun in 2 Filialen,"Updated Feb 13, 2020",Rated 1 out of 5 stars
1 in Reutlingen Föhrstr,"Feb 12, 2020",Rated 1 out of 5 stars
Nichts da,"Feb 12, 2020",Rated 1 out of 5 stars
Das alles um 10 uhr morgens,"Feb 11, 2020",Rated 1 out of 5 stars
"Nachdem mir die bestellten Funk-Ohrhörer nicht zusagten, musste ich über vierzehn Tage auf das Retouren-Label warten. Mein Konto war nicht mehr erreichbar, weil angeblich falsche Zugangsdaten von mir  eingegeben wurden. Das war völliger Quatsch!! Nach der nachgewiesenen Rücksendung der Ohrhörer warte ich seit dem 27.01.2020 auf die Rückerstattung des Kaufpreises in Höhe von -39,99-Euro. Auf meine diversen Mail wird nur mit fadenscheinigen Entschuldigungen reagiert und die Rücküberweisung angekündigt. Diese schon fast betrügerische Tendenz hätte ich von Aldi nicht erwartet.","Feb 10, 2020",
"Nie wieder ALDI Liefert. Die Bezahlung für die bestellte Spülmaschine (349 €) erfolgt unmittelbar nach Bestellung. Für die Lieferung der Spülmaschine 2 Wochen nach Bestellung wurde ein Lieferfenster von 12 - 18 Uhr mitgeteilt, sodass zwingend ein Urlaubstag nötig wurde. Am Liefertag wurde um 15:47 Uhr von ALDI per Mail mitgeteilt, dass die Lieferung storniert wurde, obwohl die Ware bereits vor mehr als 2 Wochen bezahlt worden ist. Auch ein neuer Liefertermin war nicht zu vereinbaren, weil der Aktionszeitraum offensichtlich beendet war. ","Feb 10, 2020",Rated 1 out of 5 stars
Lektion verstanden: Die günstigen Preise werden mit katastrophaler Logistik teuer erkauft...,"Feb 10, 2020",Rated 1 out of 5 stars
"Eigentlich ist ein Stern noch zu viel. Habe einen Samowar bestellt. Angegeben wurde eine Lieferzeit von 3 bis fünf Tagen an die Packstation. Angekündigt wurde eine E-Mail, sobald das Paket versendet wurde. Nach 10 Tagen war immer noch nichts geschehen. Beim Anruf an der Hotline wurde erklärt, dass der Zustellversuch an der Packstation vor 4 Tagen erfolgte, ""eine Zustellung aber nicht erfolgen konnte, weil die Zustellung nicht den Versandrichtlinien entsprach"" (was immer das auch heißt). Der Betrag wird erstattet. Es gibt keinen zweiten Zustellversuch durch ""Aldi liefert (nicht)"". Mag sein, dass das Verschulden bei DHL liegt (schließlich hätten die die Ware auch bei einer Filiale ablegen können). Dieses Verschulden muss sich aber ""Aldi liefert (nicht)"" zurechnen lassen, wenn man schon ein solch unzuverlässiges Unternehmen zum Partner hat. Online-Kauf bei Aldi ist für mich damit zu risikobehaftet.","Feb 8, 2020",Rated 1 out of 5 stars
Warte seit 23.12.2019 auf eine Rückzahlung von 149 €.,"Feb 6, 2020",Rated 1 out of 5 stars
Nicht wieder.,"Feb 5, 2020",Rated 1 out of 5 stars
"Ich habe am 16.01.2020 eine Spülmaschine bestellt.Im Vorfeld hatte ich schon 14 Tage vorher Fragen zu der Maschine, diese wurden nie beantwortet.Habe sie dann bestellt und pronto am nächsten Tag email mit der Beantwortung meiner Frage. So, Spülmaschine war für mich unbrauchbar und wurde sofort storniert. Aldi hat nun seit 3 Wochen 349,-€ von mir. Es kommt 0 Reaktion seitens Aldi. Wir sprechen nicht hier nicht über ne Lapalie von 10€. SOWAS habe ich Online noch nie erlebt.","Feb 4, 2020",Rated 1 out of 5 stars
"Nie wieder Aldi-liefert! Schon die Online-Anmeldung ist aus der Steinzeit, keine Lieferverfolgung möglich,kein Retourenlabel bei der Lieferung, keine Antwort bei Reklamationen. So einen ""Service"" habe ich noch nie erlebt. Der bestellte Schreibtisch kam beschädigt an - und natürlich in unserer Abwesenheit, da es ja keine funktionierende Lieferbenachrichtigung gibt. Nach vier Wochen warte ich immer noch auf die Abwicklung meiner Reklamation. Antworten dauern jeweils mehrere Tage, das zusenden eines Retourenlabels ist offenbar ein Staatsakt. Ich bin mit diesem Laden ein für alle Mal fertig.","Jan 31, 2020",Rated 1 out of 5 stars
"TV Drahtloser Kopfhörer bestellt, getestet, aufgrund permanenter Störgeräusche den Kauf zurückgeschickt. Rücksendung gestaltete sich äußerst aufwendig, da keine Rücksendeadresse mit Label im Lieferpaket, mußte extra angefordert werden, auch Gutschriftskonto musste getrennt wieder angegeben werden. Warte nun nach 3 Wochen immer noch auf die Rückerstattung.  ","Jan 30, 2020",Rated 1 out of 5 stars
Sowohl das Produkt als auch die Rückabwicklung unzumutbar. Außerdem Schreibfehler in AGBs.,"Jan 29, 2020",Rated 1 out of 5 stars
Nie wieder. Funkkopfhöhrer 2x als defekt geliefert bekommen. Erste Gerät sollte ich laut Hotline im Müll entsorgen......,"Jan 27, 2020",Rated 5 out of 5 stars
Zweites Gerat geht mit erstem Gerät als Retoure zurück.....zu meiner Entlastung.,"Updated Jan 27, 2020",Rated 1 out of 5 stars
Seitdem warte ich auf das Geld....werde aber Paypal einschalten müssen !,"Jan 26, 2020",Rated 1 out of 5 stars
Neustadt in Holstein 4 Blumensträuße gekauft und am nächsten Tag haben alles Rosen die Köpfe hängen lassen. ,"Jan 25, 2020",Rated 5 out of 5 stars
Enttäuscht,"Jan 25, 2020",Rated 1 out of 5 stars
Nun möchte ich auch einmal etwas für uns sehr Positives sagen: ,"Jan 25, 2020",Rated 1 out of 5 stars
"Wir sind so froh, dass Aldi - step by step - auf gutem Weg ist, sein glutenfreies Angebot mehr und mehr zu erweitern. 5 Sterne von  uns dafür. Genial wäre es, wenn auch die vegetarischen Produkte auf Sojabasis erweitert werden würden und hier die Marke ""Rügenwalder Mühle"" ein guter Partner werden könnte. Noch müssen wir diesbezüglich auf Kaufland, REWE oder Edeka ausweichen, kaufen aber natürlich dann auch alles weiter  Fehlende dort. ","Jan 24, 2020",Rated 1 out of 5 stars
"Hi, wertes Aldi-Team, wir werden Sie im Auge behalten... schmunzel....","Jan 23, 2020",Rated 1 out of 5 stars
Am 5.12.2019 ein Nachtsichtgerät bestellt. Das kam nie bei mir an. Nach Std langem rumtelefonieren stellte man das Fest das das Gerät in Hamburg als retoure gelandet war. Warum auch immer. Denn von der DHL hatte ich nicht mal nen Zettel im Kasten. Angeblich hätte meine Frau den Artikel nicht angenommen und zurück geschickt. Sehr witzig da ich von meiner Frau getrennt lebe. Nun haben wir Ende Januar und ich hab mein Geld noch nicht wieder. ,"Jan 23, 2020",Rated 1 out of 5 stars
Nie wieder Aldi Online,"Jan 23, 2020",Rated 1 out of 5 stars
Aldi - Impressum:,"Updated Feb 27, 2020",
""" Sollten Sie mit einem Produkt oder einer Leistung von uns","Jan 21, 2020",Rated 1 out of 5 stars
"ausnahmsweise nicht zufrieden sein,nutzen Sie bitte unser","Jan 21, 2020",Rated 1 out of 5 stars
"Kontaktformular.Damit erleichtern Sie uns die Bearbeitung und tragen dazu bei,das wir Ihr Anliegen schnellstmöglich prüfen können""","Jan 21, 2020",Rated 1 out of 5 stars
( Steht so im Impressum bei Aldi) Eine Beleidigung der Kunden wenn,"Jan 21, 2020",Rated 1 out of 5 stars
man bedenkt das es 20 Geschäftsführer aufgezählt sind.,"Jan 18, 2020",Rated 1 out of 5 stars
Ablauf: Bestellung und Bezahlung am 26.12.2019 (nie wieder Vorkasse). 30.12.19 = Bestellung unterwegs . 3.1.2020 Ausgeliefert,"Updated Jan 24, 2020",Rated 1 out of 5 stars
und Reklamation wegen Funktionsfehler.6.1.2020 Widerruf schriftl.,"Updated Jan 16, 2020",Rated 1 out of 5 stars
"an Kundendienst.7.1.2020 zwei Mitteilungen , in Bearbeitung.","Jan 15, 2020",Rated 1 out of 5 stars
8.1.2020 Bestellung unterlagen für Rücklieferung angefordert beim,"Jan 14, 2020",Rated 1 out of 5 stars
"Kundendienst.  9.1,2020 "" an aldiliefert-service"" Retourunterlagen erneut angefordert.","Jan 14, 2020",Rated 1 out of 5 stars
14.1.2020 Beschwerde bei Kundendienst  über Ablaufdauer .,"Jan 11, 2020",Rated 1 out of 5 stars
"15.1.2020 Mitteilung vom Kundendienst , Unterlagen beim Lagerleiter bestellt. Am 21.1.2020 eine erneute Beschwerde an","Updated Jan 11, 2020",Rated 1 out of 5 stars
Geschäftsleitung geschickt. Antwort ich soll mich gedulden es kann,"Jan 10, 2020",Rated 1 out of 5 stars
dauern ( soviel Reklamationen sprechen für sich).Diese Bearbeitung wird viele Kunden vor weitere Einkäufe abschrecken.,"Jan 8, 2020",Rated 1 out of 5 stars
23.01.2020,"Jan 8, 2020",Rated 1 out of 5 stars
"Ein Wunder ist heute geschehen: Retourenlabel und Entschuldigung erhalten . Morgen geht das Paket auf reise ,mal sehen wie lange es dauert mit der Rückzahlung !?Rücksendung ist","Jan 8, 2020",Rated 1 out of 5 stars
am 27.01.2020 im Lager eingetroffen.Weder eine Mitteilung noch,"Jan 2, 2020",Rated 1 out of 5 stars
eine Rückzahlung ist bis zum 13.02.2020 erfolgt.Vielleicht sollte,"Dec 30, 2019",Rated 1 out of 5 stars
mann die TV -Sendung Markt einschalten um andere Käufer zu,"Dec 29, 2019",Rated 1 out of 5 stars
"Tja, ich bin mit Aldi groß geworden. Bei Aldi war der Einkauf schnell gemacht- Angebotene Noname Lebensmittelware hatte Geschmack und hat Lust auf Neukauf gemacht. Und auf Angebotspreise bei anderen musste man nicht achten. Nonfoodware war immer guter Qualität und mit super Preis-Leistungsverhältnis.","Dec 29, 2019",
Jetzt...ich gehe nur noch für 3 Artikel in den Markt ...,"Dec 23, 2019",Rated 1 out of 5 stars
"Noname-Lebensmittel haben an Qualität abgenommen...diese sind bei anderen Diskountern einfach schmackhafter. Die Markenprodukten zu normalen Preisen machen dem Einkauf schwieriger, weil ein Durcheinander herrscht. Warum versucht man andere Konzepte zu kopieren, es gab doch eines.","Dec 19, 2019",Rated 1 out of 5 stars
